tile,x,y
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_30_22,4758,3510
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_31_22,4914,3510
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_32_22,5070,3510
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_33_22,5226,3510
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_34_22,5382,3510
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_35_22,5538,3510
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_36_22,5694,3510
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_37_22,5850,3510
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_38_22,6006,3510
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_39_22,6162,3510
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_40_22,6318,3510
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_41_22,6474,3510
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_42_22,6630,3510
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_43_22,6786,3510
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_44_22,6942,3510
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_45_22,7098,3510
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_46_22,7254,3510
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_47_22,7410,3510
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_48_22,7566,3510
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_49_22,7722,3510
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_50_22,7878,3510
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_51_22,8034,3510
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_52_22,8190,3510
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_53_22,8346,3510
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_54_22,8502,3510
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_55_22,8658,3510
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_56_22,8814,3510
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_57_22,8970,3510
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_58_22,9126,3510
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_59_22,9282,3510
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_60_22,9438,3510
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_61_22,9594,3510
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_62_22,9750,3510
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_63_22,9906,3510
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_64_22,10062,3510
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_65_22,10218,3510
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_66_22,10374,3510
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_67_22,10530,3510
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_68_22,10686,3510
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_69_22,10842,3510
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_70_22,10998,3510
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_71_22,11154,3510
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_72_22,11310,3510
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_73_22,11466,3510
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_74_22,11622,3510
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_0_23,78,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_1_23,234,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_2_23,390,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_3_23,546,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_4_23,702,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_5_23,858,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_6_23,1014,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_7_23,1170,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_8_23,1326,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_9_23,1482,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_10_23,1638,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_11_23,1794,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_12_23,1950,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_13_23,2106,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_14_23,2262,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_15_23,2418,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_16_23,2574,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_17_23,2730,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_18_23,2886,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_19_23,3042,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_20_23,3198,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_21_23,3354,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_22_23,3510,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_23_23,3666,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_24_23,3822,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_25_23,3978,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_26_23,4134,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_27_23,4290,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_28_23,4446,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_29_23,4602,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_30_23,4758,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_31_23,4914,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_32_23,5070,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_33_23,5226,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_34_23,5382,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_35_23,5538,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_36_23,5694,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_37_23,5850,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_38_23,6006,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_39_23,6162,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_40_23,6318,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_41_23,6474,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_42_23,6630,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_43_23,6786,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_44_23,6942,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_45_23,7098,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_46_23,7254,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_47_23,7410,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_48_23,7566,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_49_23,7722,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_50_23,7878,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_51_23,8034,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_52_23,8190,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_53_23,8346,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_54_23,8502,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_55_23,8658,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_56_23,8814,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_57_23,8970,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_58_23,9126,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_59_23,9282,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_60_23,9438,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_61_23,9594,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_62_23,9750,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_63_23,9906,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_64_23,10062,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_65_23,10218,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_66_23,10374,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_67_23,10530,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_68_23,10686,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_69_23,10842,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_70_23,10998,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_71_23,11154,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_72_23,11310,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_73_23,11466,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_74_23,11622,3666
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_0_24,78,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_1_24,234,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_2_24,390,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_3_24,546,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_4_24,702,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_5_24,858,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_6_24,1014,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_7_24,1170,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_8_24,1326,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_9_24,1482,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_10_24,1638,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_11_24,1794,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_12_24,1950,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_13_24,2106,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_14_24,2262,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_15_24,2418,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_16_24,2574,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_17_24,2730,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_18_24,2886,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_19_24,3042,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_20_24,3198,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_21_24,3354,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_22_24,3510,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_23_24,3666,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_24_24,3822,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_25_24,3978,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_26_24,4134,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_27_24,4290,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_28_24,4446,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_29_24,4602,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_30_24,4758,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_31_24,4914,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_32_24,5070,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_33_24,5226,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_34_24,5382,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_35_24,5538,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_36_24,5694,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_37_24,5850,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_38_24,6006,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_39_24,6162,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_40_24,6318,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_41_24,6474,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_42_24,6630,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_43_24,6786,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_44_24,6942,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_45_24,7098,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_46_24,7254,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_47_24,7410,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_48_24,7566,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_49_24,7722,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_50_24,7878,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_51_24,8034,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_52_24,8190,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_53_24,8346,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_54_24,8502,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_55_24,8658,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_56_24,8814,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_57_24,8970,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_58_24,9126,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_59_24,9282,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_60_24,9438,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_61_24,9594,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_62_24,9750,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_63_24,9906,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_64_24,10062,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_65_24,10218,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_66_24,10374,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_67_24,10530,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_68_24,10686,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_69_24,10842,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_70_24,10998,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_71_24,11154,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_72_24,11310,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_73_24,11466,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_74_24,11622,3822
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_0_25,78,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_1_25,234,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_2_25,390,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_3_25,546,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_4_25,702,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_5_25,858,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_6_25,1014,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_7_25,1170,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_8_25,1326,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_9_25,1482,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_10_25,1638,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_11_25,1794,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_12_25,1950,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_13_25,2106,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_14_25,2262,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_15_25,2418,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_16_25,2574,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_17_25,2730,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_18_25,2886,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_19_25,3042,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_20_25,3198,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_21_25,3354,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_22_25,3510,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_23_25,3666,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_24_25,3822,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_25_25,3978,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_26_25,4134,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_27_25,4290,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_28_25,4446,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_29_25,4602,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_30_25,4758,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_31_25,4914,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_32_25,5070,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_33_25,5226,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_34_25,5382,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_35_25,5538,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_36_25,5694,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_37_25,5850,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_38_25,6006,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_39_25,6162,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_40_25,6318,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_41_25,6474,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_42_25,6630,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_43_25,6786,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_44_25,6942,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_45_25,7098,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_46_25,7254,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_47_25,7410,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_48_25,7566,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_49_25,7722,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_50_25,7878,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_51_25,8034,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_52_25,8190,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_53_25,8346,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_54_25,8502,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_55_25,8658,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_56_25,8814,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_57_25,8970,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_58_25,9126,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_59_25,9282,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_60_25,9438,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_61_25,9594,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_62_25,9750,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_63_25,9906,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_64_25,10062,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_65_25,10218,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_66_25,10374,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_67_25,10530,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_68_25,10686,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_69_25,10842,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_70_25,10998,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_71_25,11154,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_72_25,11310,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_73_25,11466,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_74_25,11622,3978
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_0_26,78,4134
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_1_26,234,4134
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_2_26,390,4134
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_3_26,546,4134
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_4_26,702,4134
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_5_26,858,4134
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_6_26,1014,4134
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_7_26,1170,4134
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_8_26,1326,4134
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_9_26,1482,4134
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_10_26,1638,4134
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_11_26,1794,4134
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_12_26,1950,4134
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_13_26,2106,4134
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_14_26,2262,4134
C:\Users\jlehm\Documents\Master thesis\CRC_ST\p025\Tiles\p025_15_26,2418,4134
