out: -0.4124736189842224, target: 0.1904260367155075, filename ./data//p007/Tiles_156/p007_0_0.tiff
out_ori: -0.2699570953845978, out_ref: -0.2699570953845978, target: -0.871550440788269, filename ./data/p007/Tiles_156/p007_6_0.tiff
out_ori: -0.040176235139369965, out_ref: -0.04017623886466026, target: 1.2550126314163208, filename ./data/p007/Tiles_156/p007_7_0.tiff
out_ori: -0.15076981484889984, out_ref: -0.15076981484889984, target: 0.1904260367155075, filename ./data/p007/Tiles_156/p007_8_0.tiff
out_ori: -0.06533882021903992, out_ref: -0.06533882021903992, target: 0.8129554390907288, filename ./data/p007/Tiles_156/p007_9_0.tiff
out_ori: -0.037335120141506195, out_ref: -0.037335120141506195, target: 2.5021090507507324, filename ./data/p007/Tiles_156/p007_10_0.tiff
out_ori: -0.03224542364478111, out_ref: -0.03224542364478111, target: 1.5980522632598877, filename ./data/p007/Tiles_156/p007_11_0.tiff
out_ori: -0.11414317786693573, out_ref: -0.11414317786693573, target: 0.1904260367155075, filename ./data/p007/Tiles_156/p007_12_0.tiff
out_ori: -0.0880996435880661, out_ref: -0.0880996510386467, target: 1.2550126314163208, filename ./data/p007/Tiles_156/p007_13_0.tiff
out_ori: -0.014533868059515953, out_ref: -0.014533868059515953, target: 1.2550126314163208, filename ./data/p007/Tiles_156/p007_14_0.tiff
out_ori: -0.006220519542694092, out_ref: -0.0062205176800489426, target: 0.8129554390907288, filename ./data/p007/Tiles_156/p007_15_0.tiff
out_ori: -0.00019615917699411511, out_ref: -0.00019615917699411511, target: 3.1819632053375244, filename ./data/p007/Tiles_156/p007_17_0.tiff
out_ori: -0.005820618476718664, out_ref: -0.005820617079734802, target: 3.3874619007110596, filename ./data/p007/Tiles_156/p007_18_0.tiff
out_ori: -0.018156740814447403, out_ref: -0.018156742677092552, target: 2.944748878479004, filename ./data/p007/Tiles_156/p007_19_0.tiff
out_ori: -0.03137606382369995, out_ref: -0.03137606382369995, target: 1.5980522632598877, filename ./data/p007/Tiles_156/p007_20_0.tiff
out_ori: -0.4124736189842224, out_ref: -0.4124736189842224, target: 0.1904260367155075, filename ./data/p007/Tiles_156/p007_0_0.tiff
out_ori: -0.43262654542922974, out_ref: -0.43262654542922974, target: -0.871550440788269, filename ./data/p007/Tiles_156/p007_2_0.tiff
out_ori: -0.7158432602882385, out_ref: -0.7158432006835938, target: -0.871550440788269, filename ./data/p007/Tiles_156/p007_3_0.tiff
out_ori: -0.41866886615753174, out_ref: -0.4186688959598541, target: -0.871550440788269, filename ./data/p007/Tiles_156/p007_4_0.tiff
out_ori: -0.09294243901968002, out_ref: -0.09294243156909943, target: -0.871550440788269, filename ./data/p007/Tiles_156/p007_5_0.tiff
out_ori: -0.2699570953845978, out_ref: -0.2699570953845978, target: -0.871550440788269, filename ./data/p007/Tiles_156/p007_6_0.tiff
out_ori: -0.040176235139369965, out_ref: -0.04017623886466026, target: 1.2550126314163208, filename ./data/p007/Tiles_156/p007_7_0.tiff
out_ori: -0.15076981484889984, out_ref: -0.15076981484889984, target: 0.1904260367155075, filename ./data/p007/Tiles_156/p007_8_0.tiff
out_ori: -0.06533882021903992, out_ref: -0.06533882021903992, target: 0.8129554390907288, filename ./data/p007/Tiles_156/p007_9_0.tiff
out_ori: -0.037335120141506195, out_ref: -0.037335120141506195, target: 2.5021090507507324, filename ./data/p007/Tiles_156/p007_10_0.tiff
out_ori: -0.03224542364478111, out_ref: -0.03224542364478111, target: 1.5980522632598877, filename ./data/p007/Tiles_156/p007_11_0.tiff
out_ori: -0.11414317786693573, out_ref: -0.11414317786693573, target: 0.1904260367155075, filename ./data/p007/Tiles_156/p007_12_0.tiff
out_ori: -0.0880996435880661, out_ref: -0.0880996510386467, target: 1.2550126314163208, filename ./data/p007/Tiles_156/p007_13_0.tiff
out_ori: -0.014533868059515953, out_ref: -0.014533868059515953, target: 1.2550126314163208, filename ./data/p007/Tiles_156/p007_14_0.tiff
out_ori: -0.006220519542694092, out_ref: -0.0062205176800489426, target: 0.8129554390907288, filename ./data/p007/Tiles_156/p007_15_0.tiff
out_ori: -0.00019615917699411511, out_ref: -0.00019615917699411511, target: 3.1819632053375244, filename ./data/p007/Tiles_156/p007_17_0.tiff
out_ori: -0.005820618476718664, out_ref: -0.005820617079734802, target: 3.3874619007110596, filename ./data/p007/Tiles_156/p007_18_0.tiff
out_ori: -0.018156740814447403, out_ref: -0.018156742677092552, target: 2.944748878479004, filename ./data/p007/Tiles_156/p007_19_0.tiff
out_ori: -0.03137606382369995, out_ref: -0.03137606382369995, target: 1.5980522632598877, filename ./data/p007/Tiles_156/p007_20_0.tiff
out_ori: -0.4124736189842224, out_ref0: -0.4124736189842224, out_tar: -0.09743082523345947, target: 0.1904260367155075, filename ./data/p007/Tiles_156/p007_0_0.tiff
out_ori: -0.43262654542922974, out_ref0: -0.43262654542922974, out_tar: -1.8745286464691162, target: -0.871550440788269, filename ./data/p007/Tiles_156/p007_2_0.tiff
out_ori: -0.7158432602882385, out_ref0: -0.7158432006835938, out_tar: -2.157745122909546, target: -0.871550440788269, filename ./data/p007/Tiles_156/p007_3_0.tiff
out_ori: -0.41866886615753174, out_ref0: -0.4186688959598541, out_tar: -1.8605709075927734, target: -0.871550440788269, filename ./data/p007/Tiles_156/p007_4_0.tiff
out_ori: -0.09294243901968002, out_ref0: -0.09294243156909943, out_tar: -1.5348443984985352, target: -0.871550440788269, filename ./data/p007/Tiles_156/p007_5_0.tiff
out_ori: -0.2699570953845978, out_ref0: -0.2699570953845978, out_tar: -1.711859107017517, target: -0.871550440788269, filename ./data/p007/Tiles_156/p007_6_0.tiff
out_ori: -0.040176235139369965, out_ref0: -0.04017623886466026, out_tar: 2.0361294746398926, target: 1.2550126314163208, filename ./data/p007/Tiles_156/p007_7_0.tiff
out_ori: -0.15076981484889984, out_ref0: -0.15076981484889984, out_tar: 0.1642729789018631, target: 0.1904260367155075, filename ./data/p007/Tiles_156/p007_8_0.tiff
out_ori: -0.06533882021903992, out_ref0: -0.06533882021903992, out_tar: 1.2796229124069214, target: 0.8129554390907288, filename ./data/p007/Tiles_156/p007_9_0.tiff
out_ori: -0.037335120141506195, out_ref0: -0.037335120141506195, out_tar: 4.102179527282715, target: 2.5021090507507324, filename ./data/p007/Tiles_156/p007_10_0.tiff
out_ori: -0.03224542364478111, out_ref0: -0.03224542364478111, out_tar: 2.611588716506958, target: 1.5980522632598877, filename ./data/p007/Tiles_156/p007_11_0.tiff
out_ori: -0.11414317786693573, out_ref0: -0.11414317786693573, out_tar: 0.20089960098266602, target: 0.1904260367155075, filename ./data/p007/Tiles_156/p007_12_0.tiff
out_ori: -0.0880996435880661, out_ref0: -0.0880996510386467, out_tar: 1.988206148147583, target: 1.2550126314163208, filename ./data/p007/Tiles_156/p007_13_0.tiff
out_ori: -0.014533868059515953, out_ref0: -0.014533868059515953, out_tar: 2.061771869659424, target: 1.2550126314163208, filename ./data/p007/Tiles_156/p007_14_0.tiff
out_ori: -0.006220519542694092, out_ref0: -0.0062205176800489426, out_tar: 1.338741421699524, target: 0.8129554390907288, filename ./data/p007/Tiles_156/p007_15_0.tiff
out_ori: -0.00019615917699411511, out_ref0: -0.00019615917699411511, out_tar: 5.264076232910156, target: 3.1819632053375244, filename ./data/p007/Tiles_156/p007_17_0.tiff
out_ori: -0.005820618476718664, out_ref0: -0.005820617079734802, out_tar: 5.59843111038208, target: 3.3874619007110596, filename ./data/p007/Tiles_156/p007_18_0.tiff
out_ori: -0.018156740814447403, out_ref0: -0.018156742677092552, out_tar: 4.853665828704834, target: 2.944748878479004, filename ./data/p007/Tiles_156/p007_19_0.tiff
out_ori: -0.03137606382369995, out_ref0: -0.03137606382369995, out_tar: 2.6124579906463623, target: 1.5980522632598877, filename ./data/p007/Tiles_156/p007_20_0.tiff
out_ori: -0.4124736189842224, out_ref0: -0.4124736189842224, out_tar: -0.09743082523345947, target: 0.1904260367155075, filename ./data/p007/Tiles_156/p007_0_0.tiff
out_ori: -0.43262654542922974, out_ref0: -0.43262654542922974, out_tar: -1.8745286464691162, target: -0.871550440788269, filename ./data/p007/Tiles_156/p007_2_0.tiff
out_ori: -0.7158432602882385, out_ref0: -0.7158432006835938, out_tar: -2.157745122909546, target: -0.871550440788269, filename ./data/p007/Tiles_156/p007_3_0.tiff
out_ori: -0.41866886615753174, out_ref0: -0.4186688959598541, out_tar: -1.8605709075927734, target: -0.871550440788269, filename ./data/p007/Tiles_156/p007_4_0.tiff
out_ori: -0.09294243901968002, out_ref0: -0.09294243156909943, out_tar: -1.5348443984985352, target: -0.871550440788269, filename ./data/p007/Tiles_156/p007_5_0.tiff
out_ori: -0.2699570953845978, out_ref0: -0.2699570953845978, out_tar: -1.711859107017517, target: -0.871550440788269, filename ./data/p007/Tiles_156/p007_6_0.tiff
out_ori: -0.040176235139369965, out_ref0: -0.04017623886466026, out_tar: 2.0361294746398926, target: 1.2550126314163208, filename ./data/p007/Tiles_156/p007_7_0.tiff
out_ori: -0.15076981484889984, out_ref0: -0.15076981484889984, out_tar: 0.1642729789018631, target: 0.1904260367155075, filename ./data/p007/Tiles_156/p007_8_0.tiff
out_ori: -0.06533882021903992, out_ref0: -0.06533882021903992, out_tar: 1.2796229124069214, target: 0.8129554390907288, filename ./data/p007/Tiles_156/p007_9_0.tiff
out_ori: -0.037335120141506195, out_ref0: -0.037335120141506195, out_tar: 4.102179527282715, target: 2.5021090507507324, filename ./data/p007/Tiles_156/p007_10_0.tiff
out_ori: -0.03224542364478111, out_ref0: -0.03224542364478111, out_tar: 2.611588716506958, target: 1.5980522632598877, filename ./data/p007/Tiles_156/p007_11_0.tiff
out_ori: -0.11414317786693573, out_ref0: -0.11414317786693573, out_tar: 0.20089960098266602, target: 0.1904260367155075, filename ./data/p007/Tiles_156/p007_12_0.tiff
out_ori: -0.0880996435880661, out_ref0: -0.0880996510386467, out_tar: 1.988206148147583, target: 1.2550126314163208, filename ./data/p007/Tiles_156/p007_13_0.tiff
out_ori: -0.014533868059515953, out_ref0: -0.014533868059515953, out_tar: 2.061771869659424, target: 1.2550126314163208, filename ./data/p007/Tiles_156/p007_14_0.tiff
out_ori: -0.006220519542694092, out_ref0: -0.0062205176800489426, out_tar: 1.338741421699524, target: 0.8129554390907288, filename ./data/p007/Tiles_156/p007_15_0.tiff
out_ori: -0.00019615917699411511, out_ref0: -0.00019615917699411511, out_tar: 5.264076232910156, target: 3.1819632053375244, filename ./data/p007/Tiles_156/p007_17_0.tiff
out_ori: -0.005820618476718664, out_ref0: -0.005820617079734802, out_tar: 5.59843111038208, target: 3.3874619007110596, filename ./data/p007/Tiles_156/p007_18_0.tiff
out_ori: -0.018156740814447403, out_ref0: -0.018156742677092552, out_tar: 4.853665828704834, target: 2.944748878479004, filename ./data/p007/Tiles_156/p007_19_0.tiff
out_ori: -0.03137606382369995, out_ref0: -0.03137606382369995, out_tar: 2.6124579906463623, target: 1.5980522632598877, filename ./data/p007/Tiles_156/p007_20_0.tiff
out_ori: -0.4124736189842224, out_ref0: -0.4124736189842224, out_tar: -0.09743082523345947, target: 0.1904260367155075, filename p007_0_0.tiff
out_ori: -0.43262654542922974, out_ref0: -0.43262654542922974, out_tar: -1.8745286464691162, target: -0.871550440788269, filename p007_2_0.tiff
out_ori: -0.7158432602882385, out_ref0: -0.7158432006835938, out_tar: -2.157745122909546, target: -0.871550440788269, filename p007_3_0.tiff
out_ori: -0.41866886615753174, out_ref0: -0.4186688959598541, out_tar: -1.8605709075927734, target: -0.871550440788269, filename p007_4_0.tiff
out_ori: -0.09294243901968002, out_ref0: -0.09294243156909943, out_tar: -1.5348443984985352, target: -0.871550440788269, filename p007_5_0.tiff
out_ori: -0.2699570953845978, out_ref0: -0.2699570953845978, out_tar: -1.711859107017517, target: -0.871550440788269, filename p007_6_0.tiff
out_ori: -0.040176235139369965, out_ref0: -0.04017623886466026, out_tar: 2.0361294746398926, target: 1.2550126314163208, filename p007_7_0.tiff
out_ori: -0.15076981484889984, out_ref0: -0.15076981484889984, out_tar: 0.1642729789018631, target: 0.1904260367155075, filename p007_8_0.tiff
out_ori: -0.06533882021903992, out_ref0: -0.06533882021903992, out_tar: 1.2796229124069214, target: 0.8129554390907288, filename p007_9_0.tiff
out_ori: -0.037335120141506195, out_ref0: -0.037335120141506195, out_tar: 4.102179527282715, target: 2.5021090507507324, filename p007_10_0.tiff
out_ori: -0.03224542364478111, out_ref0: -0.03224542364478111, out_tar: 2.611588716506958, target: 1.5980522632598877, filename p007_11_0.tiff
out_ori: -0.11414317786693573, out_ref0: -0.11414317786693573, out_tar: 0.20089960098266602, target: 0.1904260367155075, filename p007_12_0.tiff
out_ori: -0.0880996435880661, out_ref0: -0.0880996510386467, out_tar: 1.988206148147583, target: 1.2550126314163208, filename p007_13_0.tiff
out_ori: -0.014533868059515953, out_ref0: -0.014533868059515953, out_tar: 2.061771869659424, target: 1.2550126314163208, filename p007_14_0.tiff
out_ori: -0.006220519542694092, out_ref0: -0.0062205176800489426, out_tar: 1.338741421699524, target: 0.8129554390907288, filename p007_15_0.tiff
out_ori: -0.00019615917699411511, out_ref0: -0.00019615917699411511, out_tar: 5.264076232910156, target: 3.1819632053375244, filename p007_17_0.tiff
out_ori: -0.005820618476718664, out_ref0: -0.005820617079734802, out_tar: 5.59843111038208, target: 3.3874619007110596, filename p007_18_0.tiff
out_ori: -0.018156740814447403, out_ref0: -0.018156742677092552, out_tar: 4.853665828704834, target: 2.944748878479004, filename p007_19_0.tiff
out_ori: -0.03137606382369995, out_ref0: -0.03137606382369995, out_tar: 2.6124579906463623, target: 1.5980522632598877, filename p007_20_0.tiff
out: -0.4124736189842224, target: 0.1904260367155075, filename ./data/p007/Tiles_156/p007_0_0.tiff
out: -0.43262654542922974, target: -0.871550440788269, filename ./data/p007/Tiles_156/p007_2_0.tiff
out: -0.7158432602882385, target: -0.871550440788269, filename ./data/p007/Tiles_156/p007_3_0.tiff
out: -0.41866886615753174, target: -0.871550440788269, filename ./data/p007/Tiles_156/p007_4_0.tiff
out: -0.09294243901968002, target: -0.871550440788269, filename ./data/p007/Tiles_156/p007_5_0.tiff
out: -0.2699570953845978, target: -0.871550440788269, filename ./data/p007/Tiles_156/p007_6_0.tiff
out: -0.040176235139369965, target: 1.2550126314163208, filename ./data/p007/Tiles_156/p007_7_0.tiff
out: -0.15076981484889984, target: 0.1904260367155075, filename ./data/p007/Tiles_156/p007_8_0.tiff
out: -0.06533882021903992, target: 0.8129554390907288, filename ./data/p007/Tiles_156/p007_9_0.tiff
out: -0.037335120141506195, target: 2.5021090507507324, filename ./data/p007/Tiles_156/p007_10_0.tiff
out: -0.03224542364478111, target: 1.5980522632598877, filename ./data/p007/Tiles_156/p007_11_0.tiff
out: -0.11414317786693573, target: 0.1904260367155075, filename ./data/p007/Tiles_156/p007_12_0.tiff
out: -0.0880996435880661, target: 1.2550126314163208, filename ./data/p007/Tiles_156/p007_13_0.tiff
out: -0.014533868059515953, target: 1.2550126314163208, filename ./data/p007/Tiles_156/p007_14_0.tiff
out: -0.006220519542694092, target: 0.8129554390907288, filename ./data/p007/Tiles_156/p007_15_0.tiff
out: -0.00019615917699411511, target: 3.1819632053375244, filename ./data/p007/Tiles_156/p007_17_0.tiff
out: -0.005820618476718664, target: 3.3874619007110596, filename ./data/p007/Tiles_156/p007_18_0.tiff
out: -0.018156740814447403, target: 2.944748878479004, filename ./data/p007/Tiles_156/p007_19_0.tiff
out: -0.03137606382369995, target: 1.5980522632598877, filename ./data/p007/Tiles_156/p007_20_0.tiff
out: -0.4124736189842224, target: 0.1904260367155075, filename ./data/p007/Tiles_156/p007_0_0.tiff
out: -0.43262654542922974, target: -0.871550440788269, filename ./data/p007/Tiles_156/p007_2_0.tiff
out: -0.7158432602882385, target: -0.871550440788269, filename ./data/p007/Tiles_156/p007_3_0.tiff
out: -0.41866886615753174, target: -0.871550440788269, filename ./data/p007/Tiles_156/p007_4_0.tiff
out: -0.09294243901968002, target: -0.871550440788269, filename ./data/p007/Tiles_156/p007_5_0.tiff
out: -0.2699570953845978, target: -0.871550440788269, filename ./data/p007/Tiles_156/p007_6_0.tiff
out: -0.040176235139369965, target: 1.2550126314163208, filename ./data/p007/Tiles_156/p007_7_0.tiff
out: -0.15076981484889984, target: 0.1904260367155075, filename ./data/p007/Tiles_156/p007_8_0.tiff
out: -0.06533882021903992, target: 0.8129554390907288, filename ./data/p007/Tiles_156/p007_9_0.tiff
out: -0.037335120141506195, target: 2.5021090507507324, filename ./data/p007/Tiles_156/p007_10_0.tiff
out: -0.03224542364478111, target: 1.5980522632598877, filename ./data/p007/Tiles_156/p007_11_0.tiff
out: -0.11414317786693573, target: 0.1904260367155075, filename ./data/p007/Tiles_156/p007_12_0.tiff
out: -0.0880996435880661, target: 1.2550126314163208, filename ./data/p007/Tiles_156/p007_13_0.tiff
out: -0.014533868059515953, target: 1.2550126314163208, filename ./data/p007/Tiles_156/p007_14_0.tiff
out: -0.006220519542694092, target: 0.8129554390907288, filename ./data/p007/Tiles_156/p007_15_0.tiff
out: -0.00019615917699411511, target: 3.1819632053375244, filename ./data/p007/Tiles_156/p007_17_0.tiff
out: -0.005820618476718664, target: 3.3874619007110596, filename ./data/p007/Tiles_156/p007_18_0.tiff
out: -0.018156740814447403, target: 2.944748878479004, filename ./data/p007/Tiles_156/p007_19_0.tiff
out: -0.03137606382369995, target: 1.5980522632598877, filename ./data/p007/Tiles_156/p007_20_0.tiff
out: -0.4124736189842224, target: 0.1904260367155075, filename ./data/p007/Tiles_156/p007_0_0.tiff
out: -0.43262654542922974, target: -0.871550440788269, filename ./data/p007/Tiles_156/p007_2_0.tiff
out: -0.7158432602882385, target: -0.871550440788269, filename ./data/p007/Tiles_156/p007_3_0.tiff
out: -0.41866886615753174, target: -0.871550440788269, filename ./data/p007/Tiles_156/p007_4_0.tiff
out: -0.09294243901968002, target: -0.871550440788269, filename ./data/p007/Tiles_156/p007_5_0.tiff
out: -0.2699570953845978, target: -0.871550440788269, filename ./data/p007/Tiles_156/p007_6_0.tiff
out: -0.040176235139369965, target: 1.2550126314163208, filename ./data/p007/Tiles_156/p007_7_0.tiff
out: -0.15076981484889984, target: 0.1904260367155075, filename ./data/p007/Tiles_156/p007_8_0.tiff
out: -0.06533882021903992, target: 0.8129554390907288, filename ./data/p007/Tiles_156/p007_9_0.tiff
out: -0.037335120141506195, target: 2.5021090507507324, filename ./data/p007/Tiles_156/p007_10_0.tiff
out: -0.03224542364478111, target: 1.5980522632598877, filename ./data/p007/Tiles_156/p007_11_0.tiff
out: -0.11414317786693573, target: 0.1904260367155075, filename ./data/p007/Tiles_156/p007_12_0.tiff
out: -0.0880996435880661, target: 1.2550126314163208, filename ./data/p007/Tiles_156/p007_13_0.tiff
out: -0.014533868059515953, target: 1.2550126314163208, filename ./data/p007/Tiles_156/p007_14_0.tiff
out: -0.006220519542694092, target: 0.8129554390907288, filename ./data/p007/Tiles_156/p007_15_0.tiff
out: -0.00019615917699411511, target: 3.1819632053375244, filename ./data/p007/Tiles_156/p007_17_0.tiff
out: -0.005820618476718664, target: 3.3874619007110596, filename ./data/p007/Tiles_156/p007_18_0.tiff
out: -0.018156740814447403, target: 2.944748878479004, filename ./data/p007/Tiles_156/p007_19_0.tiff
out: -0.03137606382369995, target: 1.5980522632598877, filename ./data/p007/Tiles_156/p007_20_0.tiff
out: -0.4124736189842224, target: 0.1904260367155075, filename ./data/p007/Tiles_156/p007_0_0.tiff
out: -0.43262654542922974, target: -0.871550440788269, filename ./data/p007/Tiles_156/p007_2_0.tiff
out: -0.7158432602882385, target: -0.871550440788269, filename ./data/p007/Tiles_156/p007_3_0.tiff
out: -0.41866886615753174, target: -0.871550440788269, filename ./data/p007/Tiles_156/p007_4_0.tiff
out: -0.09294243901968002, target: -0.871550440788269, filename ./data/p007/Tiles_156/p007_5_0.tiff
out: -0.2699570953845978, target: -0.871550440788269, filename ./data/p007/Tiles_156/p007_6_0.tiff
out: -0.040176235139369965, target: 1.2550126314163208, filename ./data/p007/Tiles_156/p007_7_0.tiff
out: -0.15076981484889984, target: 0.1904260367155075, filename ./data/p007/Tiles_156/p007_8_0.tiff
out: -0.06533882021903992, target: 0.8129554390907288, filename ./data/p007/Tiles_156/p007_9_0.tiff
out: -0.037335120141506195, target: 2.5021090507507324, filename ./data/p007/Tiles_156/p007_10_0.tiff
out: -0.03224542364478111, target: 1.5980522632598877, filename ./data/p007/Tiles_156/p007_11_0.tiff
out: -0.11414317786693573, target: 0.1904260367155075, filename ./data/p007/Tiles_156/p007_12_0.tiff
out: -0.0880996435880661, target: 1.2550126314163208, filename ./data/p007/Tiles_156/p007_13_0.tiff
out: -0.014533868059515953, target: 1.2550126314163208, filename ./data/p007/Tiles_156/p007_14_0.tiff
out: -0.006220519542694092, target: 0.8129554390907288, filename ./data/p007/Tiles_156/p007_15_0.tiff
out: -0.00019615917699411511, target: 3.1819632053375244, filename ./data/p007/Tiles_156/p007_17_0.tiff
out: -0.005820618476718664, target: 3.3874619007110596, filename ./data/p007/Tiles_156/p007_18_0.tiff
out: -0.018156740814447403, target: 2.944748878479004, filename ./data/p007/Tiles_156/p007_19_0.tiff
out: -0.03137606382369995, target: 1.5980522632598877, filename ./data/p007/Tiles_156/p007_20_0.tiff
out: -0.42837071418762207, target: 0.1904260367155075, filename ./data/p007/Tiles_156/p007_0_0.tiff
out: -0.26197853684425354, target: -0.871550440788269, filename ./data/p007/Tiles_156/p007_2_0.tiff
out: -0.586081862449646, target: -0.871550440788269, filename ./data/p007/Tiles_156/p007_3_0.tiff
out: -0.3558097779750824, target: -0.871550440788269, filename ./data/p007/Tiles_156/p007_4_0.tiff
out: -0.37960460782051086, target: -0.871550440788269, filename ./data/p007/Tiles_156/p007_5_0.tiff
out: -0.31109270453453064, target: -0.871550440788269, filename ./data/p007/Tiles_156/p007_6_0.tiff
out: -0.25040188431739807, target: 1.2550126314163208, filename ./data/p007/Tiles_156/p007_7_0.tiff
out: -0.22578707337379456, target: 0.1904260367155075, filename ./data/p007/Tiles_156/p007_8_0.tiff
out: -0.422565221786499, target: 0.8129554390907288, filename ./data/p007/Tiles_156/p007_9_0.tiff
out: -0.32402652502059937, target: 2.5021090507507324, filename ./data/p007/Tiles_156/p007_10_0.tiff
out: -0.1778842955827713, target: 1.5980522632598877, filename ./data/p007/Tiles_156/p007_11_0.tiff
out: -0.20023567974567413, target: 0.1904260367155075, filename ./data/p007/Tiles_156/p007_12_0.tiff
out: -0.33689334988594055, target: 1.2550126314163208, filename ./data/p007/Tiles_156/p007_13_0.tiff
out: -0.5164445638656616, target: 1.2550126314163208, filename ./data/p007/Tiles_156/p007_14_0.tiff
out: -0.10381381213665009, target: 0.8129554390907288, filename ./data/p007/Tiles_156/p007_15_0.tiff
out: -0.12976999580860138, target: 2.320909023284912, filename ./data/p007/Tiles_156/p007_16_0.tiff
out: 0.30586665868759155, target: 3.1819632053375244, filename ./data/p007/Tiles_156/p007_17_0.tiff
out: -0.163443461060524, target: 3.3874619007110596, filename ./data/p007/Tiles_156/p007_18_0.tiff
out: -0.06544318795204163, target: 2.944748878479004, filename ./data/p007/Tiles_156/p007_19_0.tiff
out: -0.3616746664047241, target: 1.5980522632598877, filename ./data/p007/Tiles_156/p007_20_0.tiff
